x,y,z,g,
53,5,498600,6,
113,5,498670,3,
85,4,499000,3,
75,11,499100,3,
54,2,499200,3,
28,4,499220,3,
95,5,499380,3,
6,6,499400,6,
79,6,499530,3,
8,5,499650,6,
28,6,499800,6,
42,4,500060,3,
84,5,500130,3,
50,5,500460,6,
183,4,500740,5,
49,2,500840,3,
28,6,501000,6,
120,3,501090,3,
27,5,501100,3,
7,5,501100,6,
4,8,502300,6,
96,5,502600,3,
29,16,502800,6,
185,1,502880,8,
81,9,503000,3,
20,5,503500,6,
9,4,503540,6,
14,5,503705,6,
292,4,504080,5,
31,6,504360,6,
101,3,504500,3,
193,4,504500,5,
36,8,504600,6,
27,5,504600,6,
56,3,504800,3,
27,4,505000,3,
116,3,505200,3,
92,3,505300,3,
126,3,505400,3,
52,3,505478,3,
56,7,505760,6,
83,5,505770,3,
7,3,505950,6,
32,6,506100,6,
74,5,506410,3,
5,8,506500,6,
273,1,506600,8,
8,6,506680,6,
1,9,506710,6,
20,6,506820,6,
232,4,507150,5,
33,4,507300,3,
0,5,507340,6,
47,3,507410,3,
153,6,507500,5,
106,4,507640,3,
159,6,507800,5,
2,4,508350,6,
47,4,508440,3,
148,3,508480,5,
77,3,508720,3,
30,9,509110,6,
233,3,509200,5,
63,3,509317,3,
74,4,509700,3,
89,2,510040,3,
61,4,510040,3,
239,1,510200,8,
1,15,510500,6,
7,5,510700,6,
211,2,510900,5,
207,4,511030,5,
246,3,511100,5,
51,4,511172,3,
27,5,511200,6,
193,3,511520,5,
26,8,511522,6,
16,4,511600,6,
63,4,511660,3,
76,5,511830,3,
62,2,511900,3,
100,4,511900,3,
29,5,512100,3,
48,5,512110,3,
27,7,512120,6,
68,3,512200,3,
56,5,512200,3,
75,1,512200,3,
69,2,512500,3,
179,4,512598,5,
26,6,512660,6,
105,4,512770,3,
78,5,512800,3,
99,4,513200,3,
42,7,513200,6,
36,3,513350,3,
85,3,513540,3,
68,6,513590,6,
363,2,513600,5,
126,4,513680,3,
8,9,513730,6,
4,4,513760,6,
25,2,513800,3,
3,5,513860,6,
8,5,514152,6,
86,5,514160,3,
90,4,514200,3,
160,4,514300,5,
171,6,514760,5,
97,5,514972,3,
10,7,515300,6,
29,7,515420,6,
4,6,515500,6,
76,2,515500,3,
58,3,515600,3,
28,4,515610,3,
31,3,515640,3,
14,7,515900,6,
76,5,516000,3,
13,11,516200,6,
112,3,516200,3,
36,6,516300,6,
55,2,516430,3,
68,5,516470,3,
51,4,516550,3,
48,3,516600,3,
40,5,516690,6,
48,5,516800,3,
11,7,516820,6,
76,7,516840,3,
256,8,516868,5,
90,3,517100,3,
75,4,517150,3,
8,6,517250,6,
69,9,517356,3,
55,6,517373,6,
12,7,517440,6,
91,6,517510,3,
2,3,517600,6,
56,4,518180,3,
77,7,518500,3,
21,10,518520,6,
69,7,518570,3,
7,5,518700,6,
22,3,518900,3,
250,1,519000,8,
243,1,519000,8,
111,2,519000,3,
20,3,519200,6,
8,3,519530,6,
180,5,519650,5,
24,4,519800,6,
42,9,519900,6,
8,4,519908,6,
106,5,520040,3,
34,4,520190,3,
85,5,520300,3,
20,10,520320,6,
23,5,520600,6,
57,9,521520,6,
54,10,521640,6,
169,2,521900,5,
42,3,522120,3,
90,5,522640,3,
66,3,522700,3,
38,4,522821,3,
1,9,522870,6,
47,7,523120,6,
54,4,523400,3,
75,5,523600,3,
52,6,523650,6,
29,10,523700,6,
123,4,523870,3,
87,5,524010,3,
231,3,524140,5,
81,6,524220,3,
11,4,524230,6,
169,4,524293,5,
102,5,524400,3,
57,6,524580,6,
20,5,524600,6,
69,7,524793,3,
256,5,524900,5,
51,4,524960,3,
87,4,525110,3,
14,5,525130,6,
48,4,525470,3,
142,8,526500,5,
54,7,526760,6,
21,6,526870,6,
16,4,527000,6,
0,4,527800,6,
118,5,527900,3,
119,5,528071,3,
179,5,528150,5,
26,3,528500,3,
28,4,528520,3,
8,4,528810,6,
51,2,529000,3,
56,4,529000,3,
19,7,529100,6,
12,5,529280,6,
96,4,529441,3,
104,5,529700,3,
50,6,530070,6,
41,4,530100,3,
46,6,530310,6,
1,6,530400,6,
69,5,530730,3,
40,5,530750,3,
29,7,530840,6,
183,2,531000,5,
159,7,531100,5,
1,6,531340,6,
13,5,531610,6,
66,5,531930,3,
71,5,532000,3,
133,3,532000,5,
69,3,532100,3,
63,3,532200,3,
82,5,532660,3,
149,4,532676,5,
133,5,532800,5,
48,3,532840,3,
237,1,533000,8,
56,6,533100,6,
35,4,533220,3,
214,4,533400,5,
22,4,533480,6,
23,5,533600,6,
109,3,533631,3,
8,4,533750,6,
57,5,533890,3,
37,5,533940,3,
5,8,533940,6,
47,8,534100,6,
210,4,534121,5,
26,6,534200,6,
53,7,534500,6,
34,3,534640,3,
7,7,534700,6,
62,3,534700,3,
141,5,535000,5,
2,5,535700,6,
6,4,535705,6,
27,3,536140,3,
21,5,536200,6,
5,9,536234,6,
6,9,536410,6,
76,6,536680,3,
221,4,536800,5,
116,2,537000,3,
314,3,537000,5,
54,7,537190,6,
112,2,537400,3,
47,7,537400,6,
244,2,537500,5,
103,7,537520,3,
5,6,537800,6,
1,6,537810,6,
183,3,538020,5,
159,7,538300,5,
106,3,538400,3,
5,8,538700,6,
0,5,538800,6,
32,7,538970,6,
23,4,539000,6,
57,4,539000,3,
69,2,539420,3,
113,5,539944,3,
113,1,540300,3,
42,8,540400,6,
185,4,540430,5,
119,3,540465,3,
41,4,540600,3,
90,6,540610,3,
7,5,540780,6,
50,6,540800,6,
35,8,540826,6,
21,13,541100,6,
54,3,541200,3,
41,4,541200,3,
33,5,541340,6,
39,7,541640,6,
71,6,541660,3,
6,5,541900,6,
36,5,542000,3,
6,6,542000,6,
235,3,542200,5,
118,4,542320,3,
48,7,542620,6,
18,6,542700,6,
215,5,542720,5,
105,6,542862,6,
60,4,542940,6,
8,14,543180,6,
0,10,543330,6,
255,2,543500,5,
209,3,543520,5,
52,7,543600,6,
33,5,543600,6,
84,3,543610,3,
175,3,544000,5,
173,3,544000,5,
47,6,544070,6,
11,4,544120,6,
7,8,544130,6,
2,6,544200,6,
113,3,544550,3,
4,4,544830,6,
13,3,544860,6,
47,9,545170,6,
22,13,545226,6,
5,8,545687,6,
70,5,545700,3,
28,5,545718,6,
50,4,545800,6,
27,3,546200,6,
127,6,546255,6,
15,7,546370,6,
52,10,546620,6,
14,4,546920,6,
80,5,547000,3,
1,6,547050,6,
133,5,547450,5,
47,6,547560,6,
199,2,547600,5,
86,4,547800,3,
210,3,547900,5,
154,7,548000,5,
11,11,548180,6,
70,4,548220,3,
54,5,548300,6,
111,4,548350,3,
109,3,548352,3,
13,7,549120,6,
12,6,549840,6,
15,4,550200,6,
20,4,550390,6,
19,4,550700,6,
96,3,550700,3,
184,4,550700,5,
6,7,551110,6,
252,4,551160,5,
166,3,551367,5,
62,5,551600,6,
99,5,552820,3,
15,6,552858,6,
22,7,553150,6,
26,3,553410,6,
95,7,553600,6,
70,5,553820,6,
62,4,553900,6,
133,6,553940,5,
21,5,553940,6,
99,3,554000,3,
78,8,554120,6,
168,5,554150,5,
48,5,554410,6,
19,2,554460,6,
8,7,554500,6,
8,3,554500,6,
26,6,554600,6,
232,1,554610,8,
40,3,555030,6,
22,7,555080,6,
83,7,555390,6,
0,6,555400,6,
12,6,555450,6,
37,3,555700,6,
114,5,555900,3,
227,3,555900,5,
49,3,556000,6,
192,3,556400,5,
8,4,556470,6,
90,3,556610,3,
21,4,556800,6,
81,2,556900,3,
104,5,557000,3,
97,17,557200,6,
175,4,557200,5,
75,6,557260,6,
151,4,557300,5,
15,7,557700,6,
39,8,557710,6,
20,3,557900,6,
102,4,557900,3,
62,5,557990,6,
7,6,558040,6,
97,5,558064,6,
126,3,558200,3,
19,6,558320,6,
5,3,558670,6,
1,5,558700,6,
58,5,559000,6,
146,2,559100,5,
13,18,559400,6,
35,5,559600,6,
82,5,559800,6,
6,10,560060,6,
17,8,560100,6,
38,10,560120,6,
25,3,560300,6,
50,5,560315,6,
51,3,560370,6,
25,8,560480,6,
26,7,560630,6,
6,4,560900,6,
20,6,560992,6,
183,4,561677,5,
27,3,561760,6,
29,3,561800,6,
27,5,561872,6,
76,5,561942,6,
42,3,562520,6,
34,5,562630,6,
28,5,562720,6,
0,9,562970,6,
41,4,563500,6,
2,4,564200,6,
5,4,564300,6,
102,4,564710,3,
98,4,564790,3,
126,2,564825,3,
83,8,565090,6,
64,4,565126,6,
76,4,565200,3,
65,5,565200,6,
98,3,565300,3,
146,7,565580,5,
202,8,565700,5,
60,5,565830,6,
43,7,565840,6,
0,8,565866,6,
15,7,566000,6,
147,4,566250,5,
13,5,566440,6,
97,6,566500,6,
68,5,566600,6,
1,10,567210,6,
102,3,567300,3,
204,3,567800,5,
8,3,568200,6,
44,5,568300,6,
47,4,568600,6,
66,6,569540,6,
1,5,569540,6,
97,4,569680,3,
0,9,569700,6,
70,6,569820,6,
0,10,570110,6,
36,3,570300,3,
60,5,570620,6,
40,4,570700,6,
62,4,570730,6,
12,6,570900,6,
61,6,571100,6,
2,8,571250,6,
302,4,571430,5,
77,6,572600,6,
34,6,572620,6,
64,7,572660,6,
44,6,573190,6,
35,8,573220,6,
0,7,573430,6,
29,2,573700,3,
6,7,574040,6,
157,3,574130,5,
251,4,574700,5,
71,8,574930,6,
23,5,575180,6,
4,8,575300,6,
49,8,575382,6,
68,5,575460,6,
6,5,575660,6,
25,3,575900,6,
19,4,576300,6,
127,3,576500,3,
82,7,576610,6,
56,4,576650,6,
162,3,576880,5,
88,3,576900,3,
73,5,577600,3,
209,4,577700,5,
11,5,577780,6,
200,1,578000,8,
8,7,578100,6,
57,4,578200,6,
34,6,578231,6,
0,5,578300,6,
38,4,578372,6,
48,4,578420,6,
3,5,578800,6,
204,1,578900,8,
292,5,579030,5,
104,5,579382,3,
75,4,579800,3,
131,11,580000,5,
71,6,580200,6,
126,5,580200,3,
3,7,580310,6,
89,6,580420,6,
67,4,580540,6,
38,4,580800,6,
125,4,580900,3,
120,4,581260,3,
8,16,581440,6,
15,8,581670,6,
84,4,582200,3,
103,5,582200,3,
168,12,582270,5,
37,7,582380,6,
13,4,582550,6,
13,10,582620,6,
113,5,582680,6,
208,9,583000,5,
127,6,583000,6,
216,5,583200,5,
26,6,583360,6,
53,7,583534,6,
26,6,583650,6,
89,3,583700,3,
176,6,583940,5,
118,3,584420,3,
78,7,584460,6,
16,9,584800,6,
38,4,584905,6,
75,5,585010,6,
74,4,585060,3,
181,3,585500,5,
110,4,585640,3,
21,6,585800,6,
61,7,585808,6,
27,4,585810,6,
9,3,586520,6,
69,4,586900,3,
0,4,586900,6,
16,6,587200,6,
133,9,587600,5,
152,5,587620,5,
83,2,587800,3,
22,6,588040,6,
71,8,588200,6,
196,3,588210,5,
93,3,588220,3,
38,4,588300,6,
78,1,588600,3,
20,11,588820,6,
12,7,589200,6,
58,6,589460,6,
87,6,589620,6,
19,5,589620,6,
55,4,590000,6,
1,5,590100,6,
112,3,590600,3,
90,5,590800,3,
25,5,590800,6,
47,7,591398,6,
71,3,591400,3,
30,9,591400,6,
127,4,591630,3,
28,3,591687,3,
251,4,592500,5,
21,10,592530,6,
47,4,592552,6,
238,3,592700,5,
28,12,593400,6,
128,3,593500,3,
3,4,593800,6,
73,6,593970,6,
100,7,594200,6,
123,3,594300,3,
110,3,594810,3,
125,6,595270,6,
16,7,595290,6,
71,8,595690,6,
104,9,595790,6,
161,4,596160,5,
75,3,596550,3,
7,4,596740,6,
118,15,596820,6,
249,3,597600,5,
150,5,597620,5,
193,3,598050,5,
0,8,598140,6,
82,6,598190,6,
95,3,598300,3,
4,4,598360,6,
231,5,598400,5,
61,5,598600,6,
132,8,599000,5,
46,3,599530,6,
210,2,599600,5,
45,7,599600,6,
70,6,599630,6,
19,2,600160,6,
4,9,600240,6,
34,6,600300,6,
16,6,600350,6,
74,8,601034,6,
80,5,601370,6,
159,4,601800,5,
36,5,602000,6,
94,4,602400,3,
55,5,602520,6,
184,6,602780,5,
68,4,602800,6,
67,4,602870,6,
34,5,602940,6,
21,5,603320,6,
69,4,603400,3,
224,3,603690,5,
161,5,604490,5,
62,4,604986,6,
5,7,605400,6,
50,4,605400,6,
0,6,605620,6,
13,6,605740,6,
285,10,606400,5,
28,5,606420,6,
92,13,606530,6,
211,3,606600,5,
17,4,606917,6,
1,8,607140,6,
55,13,607200,6,
17,4,607600,6,
4,4,607660,6,
125,4,607710,3,
5,5,608485,6,
70,5,608500,3,
19,10,608800,6,
93,4,609060,3,
293,4,609300,5,
21,5,609400,6,
112,3,609529,3,
44,8,609620,6,
35,4,609650,6,
213,5,609750,5,
4,4,609800,6,
122,6,609961,6,
113,4,610000,3,
81,7,610134,6,
50,5,610556,6,
56,5,610800,6,
96,4,611080,3,
1,6,611490,6,
42,5,611500,6,
133,5,612200,5,
118,7,612240,6,
278,5,612504,5,
95,10,613370,6,
71,4,613800,3,
70,3,614100,3,
0,7,614140,6,
64,6,614150,6,
36,8,614304,6,
74,7,614400,6,
7,11,614960,6,
115,4,615040,3,
59,6,615050,6,
39,5,615240,6,
52,2,615280,3,
4,8,615400,6,
98,2,615500,3,
150,4,615600,5,
118,4,615800,3,
41,5,615810,6,
96,3,615900,3,
205,2,615960,5,
1,5,616010,6,
49,4,616040,6,
182,6,616600,5,
26,6,617000,6,
22,5,617360,6,
12,14,617382,6,
163,7,617500,5,
1,11,617610,6,
64,2,617660,3,
51,5,617720,6,
52,5,618100,6,
46,4,618300,6,
168,6,618400,5,
61,8,618500,6,
10,7,618580,6,
132,4,618620,5,
4,6,619200,6,
82,8,619400,6,
129,3,619500,3,
39,3,620440,3,
28,3,620600,6,
57,6,621500,6,
46,8,621674,6,
34,8,621930,6,
163,4,622000,5,
158,9,622100,5,
119,4,622300,3,
54,7,622300,6,
216,4,622800,5,
72,2,623500,3,
8,7,623800,6,
205,1,624000,8,
47,7,624060,6,
60,7,624500,6,
132,3,624500,5,
118,6,624590,6,
75,5,624900,6,
9,7,624960,6,
35,4,625000,6,
104,5,625100,3,
25,4,625320,6,
148,4,625500,5,
4,4,626030,6,
81,5,626300,6,
60,4,626900,6,
49,5,626900,6,
33,4,627000,6,
132,5,627130,5,
222,5,627140,5,
77,5,628220,3,
69,6,628226,6,
3,5,628580,6,
19,7,628620,6,
43,3,628900,6,
22,6,629200,6,
96,7,629200,6,
120,5,629200,6,
0,6,629490,6,
78,5,629750,3,
42,3,629790,6,
68,5,630614,6,
85,3,630700,3,
34,4,630800,6,
62,3,631640,6,
40,7,631690,6,
74,4,631800,3,
34,3,632320,6,
78,8,632350,6,
49,9,632392,6,
19,5,632400,6,
22,8,632550,6,
21,4,632900,6,
0,10,633200,6,
76,7,633927,6,
17,3,634100,6,
60,3,635300,6,
69,6,635350,6,
27,5,635800,6,
44,6,635800,6,
30,10,636300,6,
41,6,636560,6,
53,6,636736,6,
25,6,636800,6,
15,4,636900,6,
70,6,637000,6,
76,6,637060,6,
20,8,637160,6,
83,13,637800,6,
50,3,637920,6,
42,6,637990,6,
0,5,638100,6,
26,3,639554,6,
60,7,640050,6,
230,5,640200,5,
20,6,640296,6,
72,3,640600,3,
27,11,640740,6,
63,6,641170,6,
7,5,641580,6,
21,7,641762,6,
50,8,642590,6,
4,10,643250,6,
91,7,643300,6,
58,7,643500,6,
95,5,643630,3,
209,3,643700,5,
159,5,643900,5,
59,6,643960,6,
69,5,643970,6,
173,6,644270,5,
117,5,644436,6,
10,5,644500,6,
11,5,644704,6,
56,5,645020,6,
48,5,645023,6,
49,5,645100,6,
101,3,645450,3,
32,5,645590,6,
37,3,645700,6,
8,6,646120,6,
78,4,646200,3,
65,7,646600,6,
8,10,646830,6,
32,5,647000,6,
6,7,647090,6,
6,5,647250,6,
8,7,647680,6,
20,7,647760,6,
162,4,647800,5,
20,3,647850,6,
225,3,648000,5,
231,6,648400,5,
146,9,648454,5,
6,7,648600,6,
26,5,648616,6,
35,10,648690,6,
27,8,649700,6,
126,4,649820,3,
15,4,649850,6,
159,5,649880,5,
40,8,649900,6,
56,7,650200,6,
7,11,650320,6,
19,5,650340,6,
238,4,650373,5,
45,6,650500,6,
57,5,651170,6,
0,4,651200,6,
86,2,651400,3,
6,6,651450,6,
83,2,651920,3,
12,8,651990,6,
111,6,652030,6,
53,5,652120,6,
62,5,652120,6,
70,4,652400,3,
36,6,652450,6,
81,7,652500,6,
7,3,652610,6,
14,12,652640,6,
81,4,652900,3,
175,6,653200,5,
5,6,654400,6,
36,4,654680,6,
24,10,654730,6,
15,5,654820,6,
1,11,654900,6,
49,5,655020,6,
253,4,655400,5,
31,5,655700,6,
113,8,656342,6,
23,4,656680,6,
58,4,656950,6,
97,6,657080,6,
14,6,657200,6,
28,9,658500,6,
13,6,658600,6,
19,3,659000,6,
77,7,659080,6,
62,5,659200,6,
7,10,659530,6,
83,7,659693,6,
62,9,659930,6,
102,7,660190,6,
93,4,660235,3,
24,4,660300,6,
41,10,660400,6,
47,7,661110,6,
27,7,661520,6,
36,7,662150,6,
21,4,662470,6,
60,4,662700,6,
1,4,663550,6,
14,7,663600,6,
50,5,663880,6,
16,1,663900,3,
16,3,663900,6,
46,3,663950,6,
50,7,664090,6,
27,4,664200,6,
12,5,664300,6,
5,2,664600,6,
61,4,664600,6,
1,7,664894,6,
113,5,665120,3,
1,13,665840,6,
68,6,665850,6,
40,9,666200,6,
21,3,666230,6,
31,4,666300,6,
174,6,666390,5,
5,7,666640,6,
12,8,666820,6,
13,6,666880,6,
144,3,667500,5,
3,5,667610,6,
41,9,667980,6,
41,5,668340,6,
26,5,668400,6,
1,6,668510,6,
250,6,668700,5,
77,3,669000,3,
33,6,669100,6,
28,6,669200,6,
1,5,669370,6,
2,12,669422,6,
4,7,669500,6,
226,6,669790,5,
83,7,670610,6,
20,3,670942,6,
56,5,671290,6,
127,6,671360,6,
38,4,671420,6,
29,5,671810,6,
43,3,672000,6,
252,3,672500,5,
71,6,673500,6,
86,5,673700,3,
82,13,673740,6,
7,6,674520,6,
134,5,674690,5,
29,7,675070,6,
78,6,676260,6,
211,11,676400,5,
15,8,676644,6,
120,6,676900,6,
134,3,677900,5,
8,5,677920,6,
63,5,678900,6,
9,7,679100,6,
5,4,679542,6,
203,8,679930,5,
10,11,680295,6,
97,6,680400,6,
123,10,680600,6,
30,8,680880,6,
63,5,681700,6,
55,8,681700,6,
60,4,681800,6,
163,5,682710,5,
8,5,682840,6,
36,5,683300,6,
1,8,683630,6,
18,5,684500,6,
101,7,684755,6,
22,14,684880,6,
69,6,685230,6,
23,6,685270,6,
117,5,685610,3,
18,8,685700,6,
1,16,685800,6,
62,4,687000,6,
30,9,687150,6,
33,7,687300,6,
45,13,687300,6,
7,5,687440,6,
40,8,687630,6,
341,4,687700,5,
98,5,687800,3,
8,5,687890,6,
33,7,688300,6,
6,4,688300,6,
64,4,688430,6,
2,7,688523,6,
133,10,688879,5,
57,5,689200,6,
19,8,689360,6,
158,6,689750,5,
35,6,689750,6,
56,13,689900,6,
14,5,689940,6,
12,7,690000,6,
42,5,690240,6,
67,6,690550,6,
90,7,690630,6,
41,9,690700,6,
43,4,690800,6,
20,4,691100,6,
48,6,691300,6,
101,6,691900,6,
26,6,691900,6,
5,20,692090,6,
146,5,692700,5,
27,6,692730,6,
67,2,692800,3,
8,9,692900,6,
57,5,692960,6,
47,8,693500,6,
185,4,693820,5,
145,10,694392,5,
35,7,694400,6,
8,6,694440,6,
89,3,694570,3,
166,7,695010,5,
69,8,695060,6,
15,10,695300,6,
56,6,695940,6,
26,8,696710,6,
80,6,696840,6,
6,13,696900,6,
7,5,697000,6,
106,7,697120,6,
7,7,697200,6,
8,6,697530,6,
24,4,697580,6,
199,5,697690,5,
83,4,697700,3,
19,12,698640,6,
185,6,699040,5,
40,3,699100,6,
91,5,699500,3,
131,3,699660,5,
78,2,699800,3,
120,4,700140,3,
74,4,700400,3,
8,6,700500,6,
20,5,700800,6,
15,7,700950,6,
27,7,701500,6,
45,3,702500,6,
24,4,703780,6,
80,10,703870,6,
24,6,703940,6,
21,7,704340,6,
42,6,704400,6,
1,6,705010,6,
15,10,705420,6,
49,3,705900,6,
32,9,706200,6,
41,7,706200,6,
2,9,706200,6,
54,5,707130,6,
5,5,707364,6,
63,6,707600,6,
56,9,707991,6,
7,6,708000,6,
71,7,708220,6,
81,6,708570,6,
125,3,708843,3,
26,8,709120,6,
38,7,709280,6,
35,6,709320,6,
18,8,709704,6,
39,3,709800,6,
26,4,710050,6,
8,7,710500,6,
22,9,710830,6,
99,3,711000,3,
83,6,711500,6,
89,5,711800,6,
12,6,711840,6,
153,6,712020,5,
74,5,712030,3,
62,6,712040,6,
37,6,712500,6,
101,6,713002,6,
13,10,713300,6,
231,4,713700,5,
185,5,713752,5,
25,8,713980,6,
19,7,714020,6,
57,8,714410,6,
19,7,714720,6,
180,3,714800,5,
28,9,714810,6,
1,5,714820,6,
1,7,715100,6,
13,5,715200,6,
6,6,715800,6,
129,6,715900,6,
32,5,715920,6,
35,12,715940,6,
8,10,716000,6,
61,7,716250,6,
33,9,716730,6,
33,5,717000,6,
9,6,717290,6,
43,10,717320,6,
1,6,719420,6,
47,9,720800,6,
103,5,721020,6,
8,7,721020,6,
4,10,721032,6,
116,4,721240,3,
77,4,721490,3,
95,5,721700,3,
180,4,722000,5,
22,5,722520,6,
4,6,722700,6,
12,9,722700,6,
106,4,722928,3,
22,7,723100,6,
15,7,723470,6,
148,2,723700,5,
62,10,724100,6,
127,4,726180,3,
20,5,726216,6,
256,3,726540,5,
53,1,726800,3,
34,5,728180,6,
24,10,728600,6,
130,2,728600,5,
113,7,728640,6,
90,4,728700,3,
200,4,728800,5,
1,6,729090,6,
6,7,729530,6,
1,5,729700,6,
42,5,729800,6,
0,45,729810,6,
52,9,730510,6,
22,9,731100,6,
28,8,731100,6,
28,8,731300,6,
96,8,731520,6,
101,8,731570,6,
72,4,731700,3,
46,5,731890,6,
83,3,732000,3,
36,12,732580,6,
12,7,732660,6,
8,10,732770,6,
83,9,733290,6,
81,5,733740,3,
34,5,733800,6,
2,5,734100,6,
179,11,734300,5,
14,8,734460,6,
49,8,734688,6,
41,9,734770,6,
77,3,735900,3,
99,6,736513,6,
118,4,736790,3,
52,4,737400,6,
102,5,737520,6,
37,5,737550,6,
74,3,738100,3,
293,3,738780,5,
8,7,738870,6,
20,6,738990,6,
108,8,739060,6,
0,3,739300,6,
67,4,739400,6,
8,4,740080,6,
39,7,740500,6,
12,9,740790,6,
82,5,740900,6,
82,4,741180,3,
7,6,741300,6,
21,7,741400,6,
41,4,741700,6,
100,4,741720,3,
0,8,742200,6,
21,6,742420,6,
19,9,742500,6,
23,6,742500,6,
11,6,742500,6,
79,5,742603,6,
72,3,742900,3,
28,5,743100,6,
62,5,743292,6,
5,11,743420,6,
63,6,743630,6,
83,8,744000,6,
14,8,744400,6,
44,6,745800,6,
7,5,745800,6,
133,6,745820,5,
29,8,745880,6,
84,7,745922,6,
8,6,746200,6,
1,7,746200,6,
50,4,746723,6,
46,8,746800,6,
56,7,746800,6,
18,4,747040,6,
112,5,747050,3,
75,12,747298,6,
49,11,747300,6,
43,6,747600,6,
55,7,747700,6,
33,5,747940,6,
8,7,748000,6,
33,7,748350,6,
125,5,748540,6,
62,7,748640,6,
48,6,748800,6,
13,9,748900,6,
7,4,749260,6,
6,7,749490,6,
61,8,749600,6,
216,6,750000,5,
7,5,750100,6,
38,5,750700,6,
34,4,751000,6,
77,3,751590,3,
97,6,752020,6,
3,14,752200,6,
86,2,752700,3,
31,7,752750,6,
0,9,753120,6,
37,10,753330,6,
4,3,753500,6,
141,5,753500,5,
67,9,753600,6,
4,6,754470,6,
19,10,756100,6,
193,4,756200,5,
33,4,756370,6,
91,6,756400,6,
28,7,756600,6,
4,19,756700,6,
180,4,756700,5,
13,6,757000,6,
0,7,757070,6,
19,4,757359,6,
216,4,757410,5,
27,9,757800,6,
46,5,758210,6,
46,7,759190,6,
17,6,759470,6,
56,4,759540,6,
85,6,760100,6,
42,6,760120,6,
4,9,761420,6,
0,7,761860,6,
69,8,762372,6,
71,6,762500,6,
11,7,762510,6,
201,7,762940,5,
50,8,763454,6,
57,7,763500,6,
20,7,763930,6,
89,5,765160,3,
50,5,765270,6,
24,4,765330,6,
106,5,765500,3,
202,4,766300,5,
40,8,766730,6,
17,8,767000,6,
18,6,767100,6,
5,6,767500,6,
15,9,767620,6,
90,11,768840,6,
30,6,768885,6,
7,7,769130,6,
51,8,769500,6,
34,12,769550,6,
14,8,769760,6,
7,7,769820,6,
15,8,770070,6,
48,9,770300,6,
50,6,770380,6,
81,3,770700,3,
14,5,770830,6,
100,5,770872,6,
22,6,770880,6,
219,3,772280,5,
231,1,772800,8,
126,10,773010,6,
181,6,773100,5,
73,4,773500,3,
26,4,774160,6,
113,7,775300,6,
20,8,775500,6,
25,6,775700,6,
143,4,775860,5,
98,8,776900,6,
22,5,776940,6,
5,15,777401,6,
22,7,777700,6,
138,5,777910,5,
5,6,778000,6,
55,19,778270,6,
229,3,778320,5,
15,6,778470,6,
28,6,778600,6,
2,6,779180,6,
24,7,779220,6,
124,8,779320,6,
262,4,780690,5,
3,7,780800,6,
19,8,781240,6,
67,3,781500,3,
49,6,781902,6,
225,5,781940,5,
74,5,782140,6,
33,5,782491,6,
22,7,782700,6,
40,7,783000,6,
14,7,783260,6,
62,4,783480,6,
36,14,783730,6,
111,6,785460,6,
25,8,785510,6,
36,9,785768,6,
102,4,785880,3,
14,5,786034,6,
59,10,786450,6,
57,9,786730,6,
8,3,787820,6,
33,7,788000,6,
4,2,788000,6,
112,8,788030,6,
10,7,788340,6,
31,5,788510,6,
41,3,788700,6,
81,6,788780,6,
8,4,789100,6,
78,4,789280,3,
96,5,789540,6,
129,2,790060,3,
29,8,790190,6,
36,5,790360,6,
127,8,790590,6,
88,7,790800,6,
132,6,791200,5,
56,6,791400,6,
20,10,791810,6,
6,5,791950,6,
16,10,792020,6,
55,10,792500,6,
118,4,792520,3,
194,9,793300,5,
21,6,793370,6,
6,7,794200,6,
47,7,794340,6,
34,9,796200,6,
64,7,797180,6,
0,6,797480,6,
216,7,797500,5,
8,13,797720,6,
21,9,798300,6,
83,6,798530,6,
47,5,798940,6,
90,4,799040,3,
66,8,799090,6,
44,10,799090,6,
113,9,799600,6,
134,6,800000,5,
67,4,800100,6,
22,5,800240,6,
61,10,800360,6,
25,13,800400,6,
39,7,800630,6,
148,6,801200,5,
22,9,801500,6,
21,7,801600,6,
21,4,801780,6,
6,14,801970,6,
59,8,802300,6,
122,6,802430,6,
75,8,802560,6,
35,7,802640,6,
34,7,802780,6,
2,6,802840,6,
10,8,803630,6,
12,9,804120,6,
41,7,804160,6,
19,13,805690,6,
26,9,806350,6,
101,9,806900,6,
72,4,807070,3,
27,7,807090,6,
8,9,807540,6,
18,6,807700,6,
53,21,807900,6,
146,5,808120,5,
5,5,809000,6,
121,17,809354,6,
14,8,809680,6,
7,8,809850,6,
12,8,810500,6,
8,5,810600,6,
30,6,811000,6,
21,11,811300,6,
35,9,811780,6,
7,7,811920,6,
6,8,812520,6,
59,6,812620,6,
55,8,813000,6,
0,2,813800,6,
48,6,814100,6,
55,7,814140,6,
46,5,814270,6,
6,6,814700,6,
18,9,814710,6,
60,5,815000,6,
32,10,815940,6,
26,7,815990,6,
121,5,816200,6,
78,11,816600,6,
7,6,816680,6,
11,4,816800,6,
68,5,817300,6,
61,4,817470,6,
7,9,817920,6,
1,5,819340,6,
183,6,820000,5,
17,9,820270,6,
45,7,820270,6,
99,8,820630,6,
25,8,820790,6,
32,6,821109,6,
0,9,821652,6,
5,5,822010,6,
9,8,822250,6,
12,4,822280,6,
16,14,822620,6,
19,9,822620,6,
